Sum of  FantasyPoints,Column Labels,,,,,,
Row Labels,DEF,K,QB,RB,TE,WR,Grand Total
GB,2,10,15.3,9.5,0.8,29.7,67.3
HOU,4,6,14.1,11.5,5,27.9,68.5
IND,4,7,17,31.9,21,13.2,94.1
JAC,5,1,20.6,19.6,5.8,22.7,74.7
KC,9,1,18.8,8,12.2,13.5,62.5
MIA,5,1,14.6,11.4,22.5,3.1,57.6
MIN,14,4,22.8,31.2,1.2,29.5,102.7
NE,10,7,24.5,50.5,0,33.2,125.2
NO,7,6,13.4,31.3,4.6,17.1,79.4
NYG,6,6,3.6,9,2.3,15,41.9
NYJ,17,7,11,26.9,5.4,20.2,87.5
OAK,10,2,15.7,24.7,8.2,20.9,81.5
PHI,12,12,15.4,15,2.2,36.8,93.4
PIT,6,7,13.9,7.3,3.3,25,62.5
SD,4,4,19,17.8,9.2,29.2,83.2
SEA,11,11,7.3,18.2,7.6,15,70.1
SF,1,9,11,14.2,6,12.6,53.8
STL,7,8,12.3,21.6,1.2,19,69.1
TB,7,3,12.8,14.9,4.1,23.8,65.6
TEN,5,12,5.7,9.8,1.1,14.7,48.3
WAS,2,7,12.8,8.4,4.6,14.9,49.7
16,192,204,447.5,666.8,239.6,586.5,2336.4
ARI,,1,7.5,5,0,21.4,34.9
ARZ,1,,,,,,1
ATL,11,6,9.6,23.6,0.8,10.6,61.6
BAL,6,15,8.4,39.6,2.4,16.1,87.5
BUF,5,12,12.7,26.7,0.8,17.5,74.7
CAR,3,3,7.4,40.5,1.1,16.7,71.7
CHI,4,8,5.6,16.3,14.6,2.8,51.3
CIN,17,1,7.2,18.8,0,8.8,52.8
CLE,2,0,-5,13.8,0.4,7.1,18.3
DAL,7,6,14.3,18.2,14.7,19.3,79.5
DEN,1,10,27.4,8.3,10.8,29.9,87.4
DET,2,1,3.1,18.1,0.7,12.2,37.1
GB,7,3,16.4,16.5,4.9,23.1,70.9
HOU,3,10,9.2,16.6,11.5,11.4,61.7
IND,11,6,26.7,15.3,21.6,20.6,101.2
JAC,0,6,22.1,22.7,11.4,20.4,82.6
KC,4,7,26.5,28.5,12.4,19.4,97.8
MIA,11,8,19.2,25.5,23.8,19.2,106.7
MIN,2,5,20.9,10,25.6,3.6,67.1
NE,7,17,27,45,0,36.3,132.3
NO,6,6,21.7,36.9,7.5,43.1,121.2
NYG,0,8,11.1,49.5,10.6,12.2,91.4
NYJ,4,3,3.5,14.4,1.4,14.1,40.4
OAK,11,9,15.4,19.7,7,22.8,84.9
PHI,3,3,8,13.6,5.7,8.9,42.2
PIT,1,1,14.6,7.9,6.9,36,67.4
SD,14,11,27.2,21.9,23.4,16.7,114.2
SEA,8,7,10.7,10.4,7,14.4,57.5
SF,5,5,15.1,5.5,-0.3,30.2,60.5
STL,12,10,11.4,19.1,1.8,20.4,74.7
TB,1,6,21.4,14.3,2.1,23.8,68.6
TEN,19,7,12.6,23.8,5.6,21.9,89.9
WAS,4,3,8.6,20.8,3.4,5.6,45.4
17,162,181,432.2,696.9,155.1,633.5,2260.7
ARI,,10,25.7,14.1,2.4,53.3,105.5
ARZ,7,,,,,,7
ATL,3,,6.3,24.8,0,18,52.1
BAL,9,8,12.9,33.5,2.5,20.8,86.7
BUF,1,-1,5.1,14.1,4.4,8.4,32
CAR,12,14,14,29.4,0,31,100.4
CHI,2,6,24,12,9.7,21.4,75.1
CIN,3,10,8.1,22.5,2.7,11.2,57.5
CLE,2,-1,-3.1,9.8,0.8,2.4,10.9
DAL,3,6,2.7,7.7,6.4,14.8,40.6
DEN,2,1,13,23.7,15.4,19.1,74.2
DET,6,3,13,17.7,0.9,31.5,72.1
GB,5,6,24.2,35.6,8.9,29.5,109.2
HOU,4,7,20.8,28.3,3.7,35.8,99.6
IND,3,11,15.7,28.7,7.1,8.8,74.3
JAC,3,1,9.1,15.8,1.3,5.4,35.6
KC,1,0,10,2.7,11.3,13.8,38.8
MIA,14,6,14.2,15.4,11,18,78.6
MIN,2,8,11.2,19.6,2.9,24.8,68.5
NE,4,6,5,24.8,0,3.9,43.7
NO,1,7,29.4,9.8,5.9,49.9,103
NYG,4,12,14.7,14.3,4.4,22.2,71.6
NYJ,3,3,7.7,17.3,3.7,23.9,58.6
OAK,3,7,12.1,32.6,3.4,21.8,79.9
PHI,26,13,21.2,24.6,9,7.4,101.2
PIT,13,7,12.2,31.5,5.5,11.4,80.6
SD,4,10,17.4,64.4,12.6,13.5,121.9
SEA,5,2,15.4,16.9,1.4,30,70.7
SF,3,8,18.6,23.3,4.7,19.8,77.4
STL,7,,13.2,33.5,2.9,19,75.6
TB,3,6,13.3,28,2.8,24.4,77.5
TEN,1,-1,5,7.2,1.7,3.1,17
WAS,3,6,20.1,13.3,5.7,15.2,63.3
2009,3489,3252,7014.7,9776,3628.5,10107.5,37267.7
1,228,181,418.5,578.4,245.4,586,2237.3
ARI,,10,11.1,16.8,0,22.4,60.3
ARZ,6,,,,,,6
ATL,12,5,16.8,20.5,13.3,8.3,75.9
BAL,3,7,24.1,41.7,13.4,23.6,112.8
BUF,9,6,19,20.8,11.4,7.5,73.7
CAR,6,4,-5.6,18.7,0.2,6.6,29.9
CHI,6,7,8.7,7.8,3.1,29.8,62.4
CIN,3,1,6.1,19.2,1.9,18,49.2
CLE,10,8,10.3,12.5,13.4,7.4,61.6
DAL,0,10,26.3,17.7,8.4,44.8,107.2
DEN,7,6,14,8.9,6.9,21.7,64.5
DET,12,9,8.2,14.5,1.1,14.2,59
GB,10,6,12.1,15.4,1.4,20.5,65.4
HOU,8,1,5.2,7.1,4.4,6.3,32
IND,1,1,13.6,16.6,4.9,26.1,63.2
JAC,5,5,6.3,19.5,2.3,6.4,44.5
KC,3,6,15.3,6.2,7,19.2,56.7
MIA,2,1,7,17.6,-0.9,12.5,39.2
MIN,9,10,8.3,41,3.1,13.5,84.9
NE,6,6,22,18.4,20.4,23.4,96.2
NO,7,8,36.3,26.7,16.6,40.2,134.8
NYG,13,11,9.9,13.4,6.2,22.6,76.1
NYJ,6,6,15,31.3,9.4,21.4,89.1
OAK,7,8,9.6,19.2,10.9,16.6,71.3
PHI,31,7,17.2,18.7,9.7,9.2,92.8
PIT,5,7,14.8,6.6,6.4,30.6,70.4
SD,7,6,12,22.7,8.1,18.2,74
SEA,5,4,19.5,24.4,21.5,18,92.4
SF,7,8,10.4,16.7,5.7,12.6,60.4
STL,6,-1,7.8,6.7,5.3,12.6,37.4
TB,1,1,15.3,31.2,13.8,17.7,80
TEN,10,2,11.9,10.5,3.3,23.1,60.8
WAS,5,5,10,9.4,12.8,11,53.2
2,176,238,473.8,644.9,247.2,623.1,2403
ARI,,6,18.2,24.9,2.3,27.5,78.9
ARZ,10,,,,,,10
ATL,5,4,19.1,26.3,13.1,19.4,86.9
BAL,6,7,13.9,31.9,6.9,16.9,82.6
BUF,12,15,17.6,17.7,7.5,27.2,97
CAR,4,8,14.3,23,12.9,19.3,81.5
CHI,6,5,17.3,8.9,13.9,17.3,68.4
CIN,8,7,21.5,17.4,3.8,30.3,88
CLE,2,6,2.8,7.8,1.3,10,29.9
DAL,0,7,9.4,36.2,10.4,6.9,69.9
DEN,10,7,14.5,32.4,6.5,22,92.4
DET,5,7,6.8,12.2,5.2,14,50.2
GB,12,5,18.7,10.8,10.5,19.4,76.4
HOU,6,10,30.7,8.4,16.3,40.9,112.3
IND,4,9,20.4,14.9,24.3,14.9,87.5
JAC,4,4,18,8.2,12.2,24.3,70.7
KC,2,4,13,21.7,0.7,20,61.4
MIA,1,10,5.7,36.6,0.1,17.1,70.5
MIN,8,9,14.5,18.5,6.9,19,75.9
NE,4,9,6.8,9.8,2.4,17.5,49.5
NO,15,12,22.3,36.2,6.8,31.5,123.8
NYG,14,14,21.4,10.3,1.3,42.9,103.9
NYJ,2,10,11,10.9,8.2,12.4,54.5
OAK,6,7,4.1,16.7,0,7.2,41
PHI,6,8,17,12.1,10.4,37.1,90.6
PIT,2,0,17.4,13,9.7,13.3,55.4
SD,3,14,22.4,23.5,8.5,27.9,99.3
SEA,4,4,12.3,16.8,4.6,12.3,54
SF,3,11,7.5,43.2,3.2,3.9,71.8
STL,3,1,9.9,13.2,1.4,13.6,42.1
TB,6,2,19.8,18.2,23.4,11.7,81.1
TEN,0,7,13,48.9,4.4,15.9,89.2
WAS,3,9,12.5,14.3,8.1,9.5,56.4
3,168,193,436.6,574.1,200.8,606.8,2179.3
ARI,,4,13.6,5.6,2,32.7,57.9
ARZ,2,,,,,,2
ATL,0,4,7.9,14,1.6,14.2,41.7
BAL,10,10,18.4,34.2,6.7,29.4,108.7
BUF,4,1,5.5,10.2,3.4,7.6,31.7
CAR,2,1,7.8,9,13.5,11.8,45.1
CHI,7,4,17.8,12.6,10.4,28.3,80.1
CIN,9,2,11.4,15.4,0.8,21.9,60.5
CLE,3,3,-2,9.1,0.7,9,22.8
DAL,15,6,12.4,29.2,8,13.3,83.9
DEN,9,11,10.2,25.1,4.7,17.5,77.5
DET,4,7,15.9,22.1,5.7,21.4,76.1
GB,7,12,28.6,23.6,1,31.7,103.9
HOU,2,6,22.5,11.9,9.8,34.9,87.1
IND,10,6,29.1,24.3,12.9,37.4,119.7
JAC,6,7,17.5,33.5,3.1,16.4,83.5
KC,2,2,11.5,8.8,3.3,19.1,46.7
MIA,4,7,2.4,27.2,0,7.8,48.4
MIN,9,8,18.1,18.5,2.2,30.7,86.5
NE,2,14,15.1,28.5,12.5,15.5,87.6
NO,8,9,5.7,41.1,4.8,10.7,79.3
NYG,2,5,15.5,27.9,3.5,25.6,79.5
NYJ,10,6,17.8,8.1,8.6,17.9,68.4
OAK,2,3,0.6,7.2,1.7,2.5,17
PHI,5,10,25.7,17.1,16.4,25.9,100.1
PIT,2,7,19.3,20.1,2.7,20.7,71.8
SD,11,10,16.6,7.8,6.4,22.5,74.3
SEA,6,11,12.4,21.7,3.7,15,69.8
SF,4,6,13.8,7.2,21.6,8.5,61.1
STL,2,4,14.6,15.1,17.9,7.5,61.1
TB,0,0,2.1,1.9,2,2.9,8.9
TEN,7,5,7.1,19.2,4.1,18.1,60.5
WAS,2,2,21.7,16.9,5.1,28.4,76.1
4,266,161,409.1,497.6,251.9,508.1,2093.7
BAL,11,3,16.8,23.6,4.6,22.4,81.4
BUF,6,3,5.7,11.5,0,18.3,44.5
CHI,15,12,20.4,29.4,14.9,8.1,99.8
CIN,12,4,17.2,16.3,8,22.1,79.6
CLE,6,8,19,14.2,10.6,20.5,78.3
DAL,5,4,6.2,21.3,4.4,13.2,54.1
DEN,9,5,17.7,22.2,6.2,17.5,77.6
DET,2,6,16,23.7,18.7,17.6,84
GB,8,5,21,12.7,21.6,22.7,91
HOU,17,8,10.9,24.5,6.5,13.5,80.4
IND,9,10,20,26.2,8,33,106.2
JAC,6,12,26.7,17.3,18.2,30.7,110.9
KC,6,4,15.6,6.1,11.8,12.8,56.3
MIA,18,8,9.9,42.4,0.7,16.1,95.1
MIN,14,4,22.6,14.6,10.6,30.4,96.2
NE,6,9,19.4,20.5,5.1,19.6,79.6
NO,24,6,8.1,23.9,5.2,8.7,75.9
NYG,7,8,19.7,16.1,5.6,41.1,97.5
NYJ,2,4,1.9,17.2,3.1,7.9,36.1
OAK,8,6,3.1,3.5,3.3,6.5,30.4
PIT,5,8,21.6,40.4,19,19.9,113.9
SD,13,4,20.3,3,24.4,17.5,82.2
SEA,2,5,17.1,12.8,4.7,18.3,59.9
SF,29,4,13.9,11.4,12.9,12.7,83.9
STL,4,-1,0.8,9.7,3.4,6.7,23.6
TB,11,5,10.3,9.9,2.1,11.4,49.7
TEN,4,3,18.4,9.5,5.9,25.5,66.3
WAS,7,4,8.8,13.7,12.4,13.4,59.3
5,180,157,425.4,516,170.8,580.6,2029.8
ARI,,4,20.1,13.1,0.5,37,74.7
ARZ,8,,,,,,8
ATL,9,9,25.4,31.5,6.7,37.3,118.9
BAL,11,2,8.3,22.1,4.1,5.7,53.2
BUF,3,3,8.1,17.2,0.8,3.7,35.8
CAR,9,4,9.9,14.4,11.2,10.4,58.9
CIN,6,4,14.6,23,0.6,25.9,74.1
CLE,8,6,-0.9,13.8,0.7,4.7,32.3
DAL,4,7,20.5,20.5,4.7,40.4,97.1
DEN,3,7,19.2,11.3,7.9,34.1,82.5
DET,11,7,17.7,16.1,4.3,20.4,76.5
HOU,3,2,21.3,20,9.8,29.3,85.4
IND,5,7,22.4,18.4,7.7,34.6,95.1
JAC,1,0,3.7,6,1.5,15.2,27.4
KC,5,7,20.9,11.2,3.5,20.9,68.5
MIA,1,7,18.2,35.4,11.5,17.8,90.9
MIN,16,8,14,35.6,10.9,16.6,101.1
NE,6,4,14.5,16.2,7.3,19.7,67.7
NYG,12,14,27.2,37.6,3.8,26.2,120.8
NYJ,0,9,12.7,22.7,0,20,64.4
OAK,2,1,-1.5,14.4,6.9,0.2,23
PHI,11,7,26.6,20.8,5.8,27.5,98.7
PIT,9,4,20.8,18.1,11.4,30.7,94
SEA,15,11,27.6,13.5,3.1,43.8,114
SF,4,3,11.2,12.8,7,8.7,46.7
STL,4,4,12,13.6,7,23.2,63.8
TB,3,2,15.6,5.3,23.2,10.5,59.6
TEN,4,9,5.1,10.1,6.6,6.2,41
WAS,7,5,10.2,21.3,2.3,9.9,55.7
6,227,179,368.9,528.6,195.5,579.5,2078.5
ARI,,9,15.7,15.4,1,36.9,78
ARZ,9,,,,,,9
ATL,8,3,12.2,17,12,13.5,65.7
BAL,3,6,23.4,31.6,5.1,33.9,103
BUF,14,9,10.3,14.2,3.9,14,65.4
CAR,8,3,3.1,44.2,7.4,3.1,68.8
CHI,4,2,19.4,5.5,14.9,24.5,70.3
CIN,6,5,12.6,10.5,-0.2,28,61.9
CLE,17,2,2.8,12.3,0,15.1,49.2
DEN,19,9,18.3,11.8,16.1,16,90.2
DET,9,0,-1.8,8.2,2.2,7.9,25.5
GB,11,14,19.2,18.8,10.2,28.6,101.8
HOU,7,3,29.6,23.7,19.8,26.5,109.6
JAC,3,4,12.5,33.7,2,27.3,82.5
KC,9,12,9,10.5,1.6,15.9,58
MIN,3,15,23.1,18.8,17.1,26.6,103.6
NE,10,10,47.1,39.3,0.2,65.2,171.8
NO,6,6,30.5,31.7,9.7,50.2,134.1
NYG,0,9,14.3,14.3,1.8,35,74.4
NYJ,5,6,-4.6,43.5,1.6,4,55.5
OAK,6,7,9.8,17.7,21,0.5,62
PHI,6,7,11.2,15.7,7.5,10,57.4
PIT,10,9,21.8,15.2,14,39.4,109.4
SD,7,10,13.1,14.6,7,19,70.7
SEA,6,3,0.7,2.8,5.5,8.3,26.3
STL,15,8,10.5,14,4.3,14.5,66.3
TB,19,2,6.4,14.6,2.9,11.1,56
TEN,2,0,-6.5,17,0,-2.2,10.3
WAS,5,6,5.2,12,6.9,6.7,41.8
7,219,149,348.9,468.5,185.5,553.8,1924.7
ARI,,6,10.9,26.2,2.2,18.2,63.5
ARZ,11,,,,,,11
ATL,4,3,10.5,19.8,3.7,26.1,67.1
BUF,10,8,9.9,10.9,0,17.7,56.5
CAR,4,-1,7,24.6,13.5,10,58.1
CHI,0,4,8.5,5.6,3.8,23.1,45
CIN,9,9,30.2,29.6,6.3,44,128.1
CLE,0,3,2.3,8.7,4,0.7,18.7
DAL,16,13,27.5,9.4,8.5,37.6,112
GB,6,6,24.6,24.2,17.4,26.1,104.3
HOU,6,6,19.5,20.7,18.3,11.5,82
IND,13,6,21.3,28.2,14.2,26.8,109.5
KC,0,0,4.4,10.5,0,15.2,30.1
MIA,13,10,4.1,38.7,2.1,16.3,84.2
MIN,12,5,9.3,22.3,3.1,23,74.7
NE,15,5,22.5,13.3,12.1,37.9,105.8
NO,20,9,20.2,21.5,10.4,23.4,104.5
NYG,6,5,7.6,15.4,3.5,26.2,63.7
NYJ,11,7,16,47.8,2.6,17.6,102
OAK,1,0,0.8,12.5,3.4,9.3,27
PHI,20,9,10.8,8.2,0.8,30.9,79.7
PIT,20,9,11.2,6.4,4.2,21.4,72.2
SD,10,12,24.2,24.2,5.5,27.1,103
SF,4,3,21.8,5,27.5,12.7,74
STL,0,6,1.6,15.4,1.6,12.5,37.1
TB,5,1,6,11.3,0.9,18.7,42.9
WAS,3,5,16.2,8.1,15.9,19.8,68
8,210,166,313.6,556.7,187.2,447.6,1881.1
ARI,,3,6.5,27.7,8.5,14.6,60.3
ARZ,1,,,,,,1
ATL,16,7,10.5,23.3,9.3,23.5,89.6
BAL,10,12,11.5,20.2,1.8,19.5,75
BUF,7,4,0.7,7.7,0.9,19.1,39.4
CAR,20,10,8.2,36.7,1.2,15.5,91.6
CHI,17,12,10.2,29.4,4,14.9,87.5
CLE,6,0,3.5,9.2,-1,7.9,25.6
DAL,13,7,21.2,19.1,5.4,35.4,101.1
DEN,2,1,7.2,13.1,3.9,7.7,34.9
DET,4,0,11.1,20.4,4.4,4.3,44.2
GB,4,7,28.8,9.7,16.5,24.6,90.6
HOU,6,11,7,36.2,3.6,20.9,84.7
IND,8,12,13.9,6.5,9.9,32.6,82.9
JAC,0,1,3.8,30.5,3.8,11.1,50.2
MIA,22,6,8,10,9.6,1.3,56.9
MIN,6,8,25.8,22.8,13.4,29.3,105.3
NO,15,4,16.6,30.3,9.9,24.9,100.7
NYG,6,4,12.3,18.8,13,11.1,65.2
NYJ,8,7,25.2,12.9,13.6,22.1,88.8
OAK,5,10,2.5,18,5.9,2.8,44.2
PHI,8,10,21.3,29.3,13.2,27.7,109.5
SD,7,6,11.8,21,4.9,25.2,75.9
SEA,4,5,18,18.3,3.6,18.9,67.8
SF,3,2,10.9,20.6,8,11.5,56
STL,4,5,5.1,24.4,15.5,8.2,62.2
TEN,8,12,12,40.6,4.4,13,90
9,201,177,377.5,499.6,192.5,561.5,2009.1
ARI,,11,28.7,16.5,15,42.5,113.7
ARZ,6,,,,,,6
ATL,13,7,8,33.6,10.1,5.3,77
BAL,3,0,4.1,22.1,2.8,5.8,37.8
CAR,5,8,5.4,30.7,4.6,11.6,65.3
CHI,3,2,26.5,13,25.8,21.4,91.7
CIN,8,5,14,20.7,3.2,22.1,73
DAL,7,8,14,16.1,4.3,30.2,79.6
DEN,13,4,2.8,3.1,2.1,19.6,44.6
DET,5,7,6.1,14.4,17.1,12.2,61.8
GB,3,4,21.2,23,0.5,35.5,87.2
HOU,6,4,14.5,18.6,2.4,26.1,71.6
IND,8,8,14.9,23.5,12.3,15,81.7
JAC,3,5,17.5,29.2,0.3,27.3,82.3
KC,5,6,18.8,8.4,0.5,35,73.7
MIA,4,5,13.3,16.7,10.9,15.2,65.1
NE,2,13,15.8,19.9,4.9,30.8,86.4
NO,14,12,13.6,21.1,2.6,29.3,92.6
NYG,6,8,16.6,14.3,9.1,22.5,76.5
PHI,6,10,9.2,14.8,11,11.6,62.6
PIT,14,4,17,18.2,1.8,38.9,93.9
SD,7,3,17.9,5.6,12.9,22.3,68.7
SEA,18,14,16.3,25,4.2,20.2,97.7
SF,1,9,12.5,22.5,11.5,22.3,78.8
TB,18,5,20.2,17.5,11.7,15.4,87.8
TEN,18,10,14.3,28.3,2,12.7,85.3
WAS,5,5,14.3,22.8,8.9,10.7,66.7
10,181,197,374.8,601.8,187,606.8,2148.4
ARI,,7,21.6,31.7,0,38.5,98.8
ARZ,8,,,,,,8
ATL,0,6,9.4,26.4,13.9,11.3,67
BAL,14,3,5.6,22.8,4.3,7.8,57.5
BUF,2,5,8,12.6,2.1,27.6,57.3
CAR,4,3,16.9,32.4,3.3,25.2,84.8
CHI,4,6,2.5,16.1,8.2,10.5,47.3
CIN,12,11,6.9,10.8,1.4,11.9,54
CLE,2,0,0.1,6.7,1.6,10.1,20.5
DAL,4,0,11.6,6.5,5.3,21.8,49.2
DEN,3,5,14.5,9.5,2.9,29.9,64.8
DET,5,3,15.8,6.1,11.6,15.2,56.7
GB,11,4,19.1,11.2,8.3,14.4,68
IND,6,5,25.1,24.6,7.1,40.1,107.9
JAC,6,5,17.9,21.4,6.9,18.6,75.8
KC,6,9,4.3,16.9,1.1,19.1,56.4
MIA,8,13,9.1,25.9,10.8,10.6,77.4
MIN,5,9,17.4,24.6,11.1,28.3,95.4
NE,5,10,25.3,17.2,4.9,48.4,110.8
NO,10,4,12.9,29.6,8.7,20.3,85.5
NYJ,4,10,8.5,16.3,6.5,19.4,64.7
OAK,8,3,1.4,24.5,0.9,9.2,47
PHI,2,11,24,7.9,10.7,41.3,96.9
PIT,2,12,6.6,8.3,2.7,12.8,44.4
SD,4,7,17.1,34.6,7.8,16.7,87.2
SEA,0,8,13.9,27.1,9.1,24.1,82.2
SF,10,3,2.9,19.3,1.6,7.7,44.5
STL,7,5,18.6,23.9,9.3,28,91.8
TB,4,11,11.3,16.2,11.7,12.3,66.5
TEN,18,10,13.3,36,2,14.9,94.2
WAS,7,9,13.2,34.7,11.2,10.8,85.9
11,178,206,480.6,612.5,241.7,683.7,2402.5
ARI,,3,17,28.5,0.6,33,82.1
ARZ,5,,,,,,5
ATL,3,6,18.1,20.9,18.3,19.2,85.5
BAL,6,14,8,17.6,2,16,63.6
BUF,6,9,12.4,5.3,2.5,30.7,65.9
CAR,0,9,12.8,19.2,8.6,17.4,67
CHI,9,11,9.9,13.6,11.9,9.1,64.5
CIN,6,4,17,17.1,1.2,15.4,60.7
CLE,8,9,28.6,16.2,8.3,43.6,113.7
DAL,3,0,8.7,14.4,8.6,11.7,46.4
DEN,0,3,3.2,15,1.6,11,33.8
DET,1,8,33.6,30.7,20.4,26.1,119.8
GB,5,12,23.1,28.6,5.4,32.9,107
HOU,2,3,20.2,19,5.6,23.6,73.4
IND,4,5,11.9,15.1,12.3,20.2,68.5
JAC,8,4,10.2,15.4,7,19.7,64.3
KC,14,9,15.8,14.8,8.6,20.3,82.5
MIA,6,6,10.9,36,0,14.6,73.5
MIN,6,5,32.1,18.8,13.8,41.9,117.6
NE,18,6,17.3,24.4,0,32.8,98.5
NO,11,8,19.2,32.2,14.3,20.8,105.5
NYG,4,9,25.4,23,19.6,28.6,109.6
NYJ,4,2,-0.4,10.6,3.8,15.4,35.4
OAK,11,7,12.1,10.5,12.5,13.7,66.8
PHI,3,6,19.7,16,3.5,30.7,78.9
PIT,7,6,25,21.2,16.7,30.6,106.5
SD,9,14,9.8,33.1,4.1,15.6,85.6
SEA,2,3,6.7,14.9,0,13.1,39.7
SF,2,6,19.3,12.8,16.8,17.8,74.7
STL,6,7,6.9,17.6,2.3,19.6,59.4
TB,0,1,4,12.3,3.4,11.8,32.5
TEN,4,7,13.9,21.9,5.6,11.6,64
WAS,5,4,8.2,15.8,2.4,15.2,50.6
12,225,197,450.3,599,220,616.9,2308.2
ARI,,5,8.8,19.1,2.3,14.1,49.3
ARZ,12,,,,,,12
ATL,3,7,18.7,13.2,8.3,21.4,71.6
BAL,2,7,13.4,27.1,0.6,24.6,74.7
BUF,9,6,22.8,26,3.9,20.6,88.3
CAR,9,6,-2.8,8.9,6.6,4.7,32.4
CHI,3,4,7.5,6.5,4.5,10.4,35.9
CIN,1,10,9.9,19.9,7.1,9.5,57.4
CLE,3,1,11,5.9,1.7,7.2,29.8
DAL,5,5,20.3,29.8,10.7,28,98.8
DEN,9,14,11.7,22.3,7,21.1,85.1
DET,7,3,6.6,11.4,5.3,13.8,47.1
GB,18,9,24.4,12.7,10.7,34.9,109.7
HOU,6,9,14,31.3,3.1,23.6,87
IND,14,4,17.6,20,12.8,27.2,95.6
JAC,0,1,9.3,14.6,8.9,15.8,49.6
KC,2,2,9.4,21.1,-0.3,16.5,50.7
MIA,8,2,5.2,23.7,7.4,13.9,60.2
MIN,10,12,27.3,29.5,11.1,36.9,126.8
NE,3,4,6.5,25.9,1.4,20.3,61.1
NO,8,7,34.7,19.7,10.2,48.6,128.2
NYG,3,6,5.5,6,1.4,19,40.9
NYJ,17,4,6.9,18.6,4.8,5.2,56.5
OAK,2,1,13,14.2,7.7,13.5,51.4
PHI,5,13,12.6,21,3.3,25.8,80.7
PIT,9,5,16.5,14.8,0.2,18.1,63.6
SD,17,11,21.5,26.9,24.9,12.6,113.9
SEA,14,9,6.9,25.1,1.4,7.9,64.3
SF,10,8,18.1,10.7,19.2,9.7,75.7
STL,3,4,13.9,20.5,4.3,24.1,69.8
TB,8,4,19.4,14.4,8.7,19.6,74.1
TEN,1,8,20.3,25.7,10.5,28,93.5
WAS,4,6,19.4,12.5,10.3,20.3,72.5
13,212,237,483.6,534.3,213.3,741.3,2421.5
ARI,,12,23.3,8,0.7,46.3,90.3
ARZ,7,,,,,,7
ATL,2,1,9.4,9.4,7.2,17,46
BAL,7,2,5.1,10.7,5.2,12.8,42.8
BUF,5,7,3.1,17.9,0.1,6.9,40
CAR,12,10,4.3,22.4,2.8,12.7,64.2
CHI,7,5,9.5,17.1,0.1,19.3,58
CIN,13,11,7.5,15.6,1.6,22,70.7
CLE,1,4,21.6,25.2,8,22.6,82.4
DAL,5,4,27.7,4.5,18.4,36.8,96.4
DEN,14,14,8.8,38.1,9.9,18.9,103.7
DET,8,0,8.2,17.5,2,19.2,54.9
GB,11,8,21.5,9.1,20.2,19.7,89.5
HOU,8,4,10.8,15.6,0.8,25.2,64.4
IND,5,8,14.6,25.3,0.5,26.2,79.6
JAC,8,11,18.8,10.4,19.2,13.6,81
KC,9,7,3.1,12.8,3.9,7.5,43.3
MIA,4,10,19.3,10.4,6.7,37.3,87.7
MIN,2,5,15,11.4,7.4,26.9,67.7
NE,3,3,18.1,18.8,0.6,43.4,86.9
NO,14,14,22.8,14.4,7.8,37.2,110.2
NYG,10,7,15.4,26,2.6,21.7,82.7
NYJ,7,13,12,20.4,0.5,18.6,71.5
OAK,3,9,26.3,10.2,4.7,42.8,96
PHI,14,9,28.8,21.9,7.6,18,99.3
PIT,3,5,17.8,19.1,2.7,36.5,84.1
SD,4,12,22.9,41.4,16.7,8.4,105.4
SEA,5,8,17.3,19,0.9,20.2,70.4
SF,7,5,20.5,4.2,20.6,19.4,76.7
STL,4,9,2.5,13.9,1.8,7.1,38.3
TB,5,4,5.8,16,7.8,20.7,59.3
TEN,2,5,17.2,15.3,13,18.4,70.9
WAS,3,11,24.6,12.3,11.3,38,100.2
14,203,200,380,645.5,205.2,530.9,2164.6
ARI,,3,1.1,14.5,0,9.8,28.4
ARZ,5,,,,,,5
ATL,0,11,14.1,20.9,5,25.3,76.3
BAL,5,12,21.2,56.6,3.8,20,118.6
BUF,12,9,5.1,21.6,0.7,8.6,57
CAR,6,3,11.9,15.5,4.9,17.9,59.2
CHI,6,2,12.3,7.7,2.2,29,59.2
CIN,4,4,9.2,10.8,3.2,11.2,42.4
CLE,8,7,3.8,15.2,3.4,13.3,50.7
DAL,3,4,17.9,13.3,4.9,29.6,72.7
DEN,6,3,18.2,9.7,0.6,37.1,74.6
DET,2,2,2.5,12.3,2,8.4,29.2
GB,7,6,4.6,29.9,6.6,6.7,60.8
HOU,11,8,20.4,19.7,2.2,39.3,100.6
IND,5,4,18.5,14.4,23,18.1,83
JAC,8,4,8.2,15.1,3.5,8.2,47
KC,8,4,1.1,25.2,7.1,11.2,56.6
MIA,3,1,12.9,19.6,1.5,17.4,55.4
MIN,3,12,10.4,32.7,1.9,16.1,76.1
NE,2,8,9.5,26.1,9.7,10.1,65.4
NO,3,8,23.6,31.2,5.5,20.6,91.9
NYG,3,8,25.4,27.5,13,36.1,113
NYJ,9,13,7.3,29,0.5,6.9,65.7
OAK,5,6,8.7,21.2,5.2,7.2,53.3
PHI,23,7,25.9,15.5,12.4,26.9,110.7
PIT,1,6,9,8.2,5.9,12.5,42.6
SD,1,8,13,16.3,12.5,17.6,68.4
SEA,4,1,11.4,11.9,8.4,17.1,53.8
SF,18,5,10,27,9.6,15.1,84.7
STL,2,1,0.3,12.4,11.5,6.6,33.8
